,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
15474,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",144000.0
15474,I have an anxiety disorder,"Developer, embedded applications or devices",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",144000.0
15474,I have an anxiety disorder,Cloud infrastructure engineer,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",144000.0
15480,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,United States of America,Full in-person,140000.0
15480,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",10 to 19 employees,United States of America,Full in-person,140000.0
15480,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",10 to 19 employees,United States of America,Full in-person,140000.0
15480,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,10 to 19 employees,United States of America,Full in-person,140000.0
15480,I have an anxiety disorder,"Developer, back-end",10 to 19 employees,United States of America,Full in-person,140000.0
15480,I have an anxiety disorder,"Developer, desktop or enterprise applications",10 to 19 employees,United States of America,Full in-person,140000.0
15480,I have an anxiety disorder,"Developer, game or graphics",10 to 19 employees,United States of America,Full in-person,140000.0
15480,I have an anxiety disorder,Designer,10 to 19 employees,United States of America,Full in-person,140000.0
15485,I have an anxiety disorder,Other (please specify):,"1,000 to 4,999 employees",United States of America,Fully remote,75000.0
15518,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,Fully remote,2400.0
15522,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",171000.0
15522,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",171000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,"Developer, embedded applications or devices",100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15529,I have an anxiety disorder,Designer,100 to 499 employees,Germany,"Hybrid (some remote, some in-person)",60000.0
15554,I have an anxiety disorder,"Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,260000.0
15554,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,260000.0
15566,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,56000.0
15574,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Canada,Fully remote,120000.0
15574,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Canada,Fully remote,120000.0
15574,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",100 to 499 employees,Canada,Fully remote,120000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15584,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,2 to 9 employees,United States of America,"Hybrid (some remote, some in-person)",210000.0
15589,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Canada,Fully remote,145000.0
15589,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Canada,Fully remote,145000.0
15610,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,215.0
15627,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,180000.0
15627,I have an anxiety disorder,"Developer, embedded applications or devices",100 to 499 employees,United States of America,Fully remote,180000.0
15645,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Canada,Fully remote,190000.0
15645,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Canada,Fully remote,190000.0
15645,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Canada,Fully remote,190000.0
15645,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",100 to 499 employees,Canada,Fully remote,190000.0
15645,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Canada,Fully remote,190000.0
15645,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,190000.0
15645,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Canada,Fully remote,190000.0
15645,I have an anxiety disorder,"Developer, QA or test",100 to 499 employees,Canada,Fully remote,190000.0
15652,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Australia,Fully remote,200000.0
15674,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,100 to 499 employees,United States of America,Fully remote,85000.0
15674,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,85000.0
15674,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,100 to 499 employees,United States of America,Fully remote,85000.0
15674,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United States of America,Fully remote,85000.0
15690,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Full in-person,115000.0
15690,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,Full in-person,115000.0
15697,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,"1,000 to 4,999 employees",United States of America,Fully remote,230000.0
15697,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,230000.0
15697,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,Fully remote,230000.0
15697,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,"1,000 to 4,999 employees",United States of America,Fully remote,230000.0
15709,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,125000.0
15709,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,125000.0
15718,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,395000.0
15718,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,395000.0
15736,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",500 to 999 employees,United States of America,Fully remote,80000.0
15736,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",500 to 999 employees,United States of America,Fully remote,80000.0
15736,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United States of America,Fully remote,80000.0
15736,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",500 to 999 employees,United States of America,Fully remote,80000.0
15736,I have an anxiety disorder,"Developer, front-end",500 to 999 employees,United States of America,Fully remote,80000.0
15736,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,United States of America,Fully remote,80000.0
15736,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,Fully remote,80000.0
15736,I have an anxiety disorder,"Developer, QA or test",500 to 999 employees,United States of America,Fully remote,80000.0
15745,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",170000.0
15745,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",170000.0
15758,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,186000.0
15761,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United States of America,Fully remote,110000.0
15761,I have an anxiety disorder,"Developer, game or graphics",100 to 499 employees,United States of America,Fully remote,110000.0
15781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,Canada,Fully remote,90000.0
15781,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,Canada,Fully remote,90000.0
15801,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",160000.0
15801,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",160000.0
15801,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",160000.0
15801,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",160000.0
15801,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",160000.0
15819,I have an anxiety disorder,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Canada,"Hybrid (some remote, some in-person)",120000.0
15819,I have an anxiety disorder,"Developer, game or graphics","1,000 to 4,999 employees",Canada,"Hybrid (some remote, some in-person)",120000.0
15825,I have an anxiety disorder,"Developer, full-stack",10 to 19 employees,United States of America,Fully remote,1680000.0
15829,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,65000.0
15829,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,65000.0
15834,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United States of America,Fully remote,195000.0
15834,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,195000.0
15835,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,135000.0
15835,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,135000.0
15835,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,135000.0
15846,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",500 to 999 employees,United States of America,Fully remote,200000.0
15846,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United States of America,Fully remote,200000.0
15846,I have an anxiety disorder,"Developer, front-end",500 to 999 employees,United States of America,Fully remote,200000.0
15846,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,Fully remote,200000.0
15851,I have an anxiety disorder,"Engineer, data","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",100000.0
15851,I have an anxiety disorder,"Developer, back-end","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",100000.0
15870,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,I have an anxiety disorder,"Engineer, data",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,I have an anxiety disorder,Database administrator,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15870,I have an anxiety disorder,Cloud infrastructure engineer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,105000.0
15879,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
15879,I have an anxiety disorder,Cloud infrastructure engineer,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
15927,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,Australia,"Hybrid (some remote, some in-person)",120000.0
15927,I have an anxiety disorder,System administrator,20 to 99 employees,Australia,"Hybrid (some remote, some in-person)",120000.0
15935,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,120000.0
15935,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,United States of America,Fully remote,120000.0
15935,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,100 to 499 employees,United States of America,Fully remote,120000.0
15935,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,100 to 499 employees,United States of America,Fully remote,120000.0
15935,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Product manager,100 to 499 employees,United States of America,Fully remote,120000.0
15935,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,120000.0
15935,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United States of America,Fully remote,120000.0
15935,I have an anxiety disorder,Educator,100 to 499 employees,United States of America,Fully remote,120000.0
15935,I have an anxiety disorder,Other (please specify):,100 to 499 employees,United States of America,Fully remote,120000.0
15935,I have an anxiety disorder,Product manager,100 to 499 employees,United States of America,Fully remote,120000.0
15991,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,"5,000 to 9,999 employees",United States of America,Fully remote,760000.0
15991,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,760000.0
15991,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,760000.0
16016,I have an anxiety disorder,"Developer, full-stack","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",63000.0
16038,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,105000.0
16038,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,100 to 499 employees,United States of America,Fully remote,105000.0
16057,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,Australia,Fully remote,160000.0
16057,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,Australia,Fully remote,160000.0
16065,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",130000.0
16065,I have an anxiety disorder,Student,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",130000.0
16137,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Australia,"Hybrid (some remote, some in-person)",105000.0
16141,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability","5,000 to 9,999 employees",United States of America,Fully remote,145000.0
16141,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,145000.0
16141,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,Fully remote,145000.0
16141,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,"5,000 to 9,999 employees",United States of America,Fully remote,145000.0
16301,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",70000.0
16301,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",70000.0
16301,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",70000.0
16321,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,Canada,Fully remote,300000.0
16321,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,2 to 9 employees,Canada,Fully remote,300000.0
16321,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,Canada,Fully remote,300000.0
16321,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Blockchain,2 to 9 employees,Canada,Fully remote,300000.0
16325,I have an anxiety disorder,Academic researcher,"1,000 to 4,999 employees",United States of America,Fully remote,220000.0
16325,I have an anxiety disorder,Scientist,"1,000 to 4,999 employees",United States of America,Fully remote,220000.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Product manager,2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,France,Fully remote,44500.0
16326,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,2 to 9 employees,France,Fully remote,44500.0
16327,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",24000.0
16327,I have an anxiety disorder,DevOps specialist,"10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",24000.0
16355,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,140000.0
16355,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,140000.0
16375,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,10 to 19 employees,Canada,Fully remote,90000.0
16375,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,Canada,Fully remote,90000.0
16375,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,10 to 19 employees,Canada,Fully remote,90000.0
16426,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",Switzerland,"Hybrid (some remote, some in-person)",120000.0
16426,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","1,000 to 4,999 employees",Switzerland,"Hybrid (some remote, some in-person)",120000.0
16426,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",Switzerland,"Hybrid (some remote, some in-person)",120000.0
16426,I have an anxiety disorder,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Switzerland,"Hybrid (some remote, some in-person)",120000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data","10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16447,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Product manager,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",110000.0
16472,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,Full in-person,160000.0
16472,I have an anxiety disorder,"Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,Full in-person,160000.0
16481,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Australia,"Hybrid (some remote, some in-person)",1500000.0
16481,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,100 to 499 employees,Australia,"Hybrid (some remote, some in-person)",1500000.0
16481,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Australia,"Hybrid (some remote, some in-person)",1500000.0
16481,I have an anxiety disorder,Designer,100 to 499 employees,Australia,"Hybrid (some remote, some in-person)",1500000.0
16563,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16563,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,10 to 19 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16563,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,10 to 19 employees,Germany,"Hybrid (some remote, some in-person)",50400.0
16596,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"10,000 or more employees",Australia,"Hybrid (some remote, some in-person)",98000.0
16654,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,Canada,Fully remote,60000.0
16654,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,Canada,Fully remote,60000.0
16703,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,35000.0
16703,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,35000.0
16703,I have an anxiety disorder,"Developer, back-end",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,35000.0
16703,I have an anxiety disorder,Educator,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Full in-person,35000.0
16706,I have an anxiety disorder,Data scientist or machine learning specialist,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",33000.0
16725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",500 to 999 employees,Sweden,"Hybrid (some remote, some in-person)",600000.0
16725,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,500 to 999 employees,Sweden,"Hybrid (some remote, some in-person)",600000.0
16725,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,Sweden,"Hybrid (some remote, some in-person)",600000.0
16725,I have an anxiety disorder,DevOps specialist,500 to 999 employees,Sweden,"Hybrid (some remote, some in-person)",600000.0
